Drug_name, Disease, Clinical_status
TVI-Brain-1 cancer vaccine,glioblastoma,2A00.00
TVI-Kidney-1,carcinoma,2C90
TV-Kidney-1,carcinoma,2C90
TWIN,vulgaris,ED80
TXA127,nausea,MD90
TXA127,Lymphoma,2A80-2A86
TY-51924,infarction,BA41-BA43
Ty800,disease,1A00-CA43.1
TZI-41078,Arthritis,FA20
TZP-102,gastroparesis,DA41.00
UB-311,disease,8A20
UB-421,infection,1C62
UCB-0942,Epilepsy,8A60-8A68
UCB-0942,disorder,8A6Z
UCB-11056,impairment,6D71
UCB-35440,Rhinitis,FA20
UCN-01,cancer,2C25.Y
UE-2343,disease,8A20
UFT/leucovorin calcium,cancer,2B91.Z
UK-432097,disease,CA22
Ultra-rapid insulin,diabetes,5A10
Ultra-rapid insulin,diabetes,5A11
UNI-PH (1-34),Osteoporosis,FB83.0
UNI-rE-4,diabetes,5A11
Upamostat,cancer,2C60-2C65
UR-63325,rhinitis,CA08.0
URC102,Gout,FA25
Urocortin 2,failure,BD10
U-Strip Diabetes,diabetes,5A10
U-Strip Diabetes,diabetes,5A11
UX001 sialic acid,myositis,4A41.2
V-0191,impairment,6D71
V-0251,Labyrinthitis,AB30.1
V-101,Erythema,ME64.0
V10153,stroke,8B11.5Z
V-114,syndrome,2A37
V-114,infection,CA00-CA40
V116517,Osteoarthritis,FA00-FA05
V120083,pain,MG30
V505,cancer,2C77.0
V505,infection,1A9Y
VA-106483,Nocturia,MF55
VA-111913,Dysmenorrhea,GA34.3
Vabicaserin,disorder,6A20-6A25
Vacc-4x,infection,1C62
Vadimezan,tumour/cancer,2A00-2F9Z
VAK-694,rhinitis,CA08.0
VALERGEN-BT (sublingual),Asthma,CA23
VALERGEN-DP (subcutaneous),Asthma,CA23
VALERGEN-DP (sublingual),Asthma,CA23
VALERGEN-DS (sublingual),Asthma,CA23
Valetizumab,sclerosis,8A40
Valomaciclovir stearate,infection,1E91
Valopicitabine dihydrochloride,infection,1A24-1D9Z
Vancomycin hydrochloride,infection,CA4Z
Vancomycin inhalation powder,infection,1A00-1A09
Vaniprevir,infection,1E51.1
Vanutide cridificar,disease,8A20
Vapitadine,disorder,4A82
Varlilumab,cancer,2B91.Z
Varlilumab,cancer,2D42
Varlilumab,cancer,2C73
Varlilumab,glioblastoma,2A00.00
Varlilumab,carcinoma,2C90
VAS-203,injury,NA07.Z
Vasculan,sclerosis,4A42
Vasoactive intestinal peptide,disease,CA22
Vasoactive intestinal peptide,hypertension,BB01.0
VATALANIB,tumour/cancer,2A00-2F9Z
Vatelizumab,sclerosis,8A40
Vatiquinone,ataxia,8A03.10
VAX-102,infection,1E30
VAX-125,infection,1C62
VAX-125,infection,1E30
VAY736,vulgaris,EB40
VAY736,arthritis,FA20
VAY736,syndrome,4A43.20
VB-201,Arteriosclerosis,BD40
VB-201,vulgaris,EA90
VB4-847,carcinoma,2B60-2D01
VBP 926 topical solution,Paronychia,1F23.13
VBP15,dystrophy,8C70
VBP15,disease,DD72
VBP15,sclerosis,8A40
VBP15,arthritis,FA20
VBP-245 topical gel,infection,1E76
VCL-HB01,infection,1F00
VDA-1102 topical ointment,keratosis,EK90.0
Veltuzumab,leukaemia,2A82.0
Veltuzumab,lymphoma,2B33.5
Veltuzumab,tumour/cancer,2A00-2F9Z
Veltuzumab,erythematosus,4A40.0
VEN100,infection,1A00-1C4Z
Venglustat,disease,8A00.0
VentaProst,hypertension,BB01
VER 50589,cancer,2C60-2C65
Vericigiuat,failure,BD10-BD13
Verubulin,metastases,2D50
Verubulin,multiforme,2A00.0
Verubulin,glioblastoma,2A00.00
Verubulin,tumour/cancer,2A00-2F9Z
VesiGel,cancer,2C94
Vesigenurtacel-L,cancer,2C94
Vesigenurtucel-L,cancer,2C94
VESTIPITANT MESYLATE,disorder,6A70.3
VF001,ulcer,BD74.3
VI-1121,disease,8A20
Viagenpumatucel-L,cancer,2C25.Y
Viaskin Milk,Allergy,4A80-4A85
Vi-CRM197,infection,1A09
Vidofludimus,disease,DD72
Vidofludimus,arthritis,FA20
Vilaprisan,Endometriosis,GA10
Virexxa,cancer,2C76
VISION 5,hypertension,9C61
VK0612,diabetes,5A11
VK-2809,Hypercholesterolaemia,5C80.0
VLA-84,infection,1A04
VLI-03A,infection,1E50-1E51
VLP vaccine,infection,1E30
VLP-based influenza vaccine,infection,1E30-1E32
VLTS-589,disease,BD4Z
VLTS-934,disease,BD4Z
VOFOPITANT HYDROCHLORIDE,Vomiting,MD90
Volitinib,tumour/cancer,2A00-2F9Z
Volociximab,cancer,2C25.Y
VOLT02,injury,NA07.Z
Votucalis ophthalmic,rhinitis,CA08.0
VP-102,wart,1E80
VP-102,infection,1E76
VP-20621,sclerosis,8A40
VPI-2690B,nephropathy,GB61.Z
VPM-1-002,infection,1B10-1B21
VR096,Inflammation,1A00-CA43.1
VR179,fibrosis,CA25
VR465,infection,1C80
VR496,fibrosis,CA25
VR736,infection,1E30-1E32
VRC-HIVADV014-00-VP,infection,1C62
VRC-HIVDNA016-00-VP,infection,1C62
VRX806,infection,1C62
VS-6063,Mesothelioma,2C51.2
VSF-173,disorder,7A00-7B2Z
VSN-16R,spasm,MB47.3
VT-111a,syndrome,BA41
VT-1129,infection,1D01.10
VT-1129,Onchocerciasis,1F6A
VT-1129,Onychomycosis,EE12.1
VT-464,cancer,2C82.0
VTB-38543,dermatitis,EA80
VTX-2337,Allergy,4A80-4A85
VVP-808,diabetes,5A11
VVZ-149,Arthritis,FA20
Vx-001,cancer,2C60-2C65
VX-135,infection,1E51.1
VX-150,pain,8E43.0
VX-210,injury,ND51.2
VX-222,infection,1E51.1
VX-680,tumour/cancer,2A00-2F9Z
VX-745,disease,8A20
VX-745,arthritis,FA20
VX-759,infection,1E51.1
VX-787,infection,1E30
VX-944,tumour/cancer,2A00-2F9Z
VXA-A1.1,infection,1E30-1E32
WBI-1001,vulgaris,EA90
WC-3018,vulgaris,ED80
WCK-2349,infection,1D01.0Y
WCK-771,infection,1A00-1C4Z
WF-10,syndrome,1C62.3
WIN-34B,Osteoarthritis,FA00-FA05
WIN-901,Asthma,CA23
WST11,cancer,2C25.Y
WT1,leukaemia,2A60
WT1,Mesothelioma,2C51.2
WT1 immunotherapeutic,leukaemia,2A60
WT1 peptide vaccine,leukaemia,2A60-2B33
WT1-targeted autologous dendritic cell vaccine,leukaemia,2A60
WTX-101,disease,5C64.00
WY-50295-tromethamine,Asthma,CA23
X-22,infarction,BA41-BA43
X-22,dependence,6C4A.2
X-22,dependence,6C4A.2
Xanomeline tartrate,disease,8A00.0
XBIO-101,cancer,2C76
XBIO-101,tumour,2C76.Z
XEN-2174,pain,MG30
XEN-402,Pain,MG30-MG3Z
XEN-D0501,bladder,GC50.0
Xilonix,cancer,2B91.Z
Xilonix,cancer,2C25.Y
XL147,tumour/cancer,2A00-2F9Z
XL147,tumour/cancer,2A00-2F9Z
XL-820,tumour/cancer,2A00-2F9Z
XL880,adenocarcinoma,2B72
XL880,carcinoma,2C90
XL880,tumour/cancer,2A00-2F9Z
XL880,carcinom,2D60.0
XLCART001,lymphoma,2A86
Xmab 5574/MOR208,leukaemia,2A82.0
Xmab 5871,diabetes,5A10
Xmab 5871,disease,4A43.0
Xmab 5871,arthritis,FA20
Xmab 5871,erythematosus,4A40.0
XOMA 358,hyperinsulinism,5A4Y
XOMA-629,vulgaris,ED80
XP-21279,disease,8A00.0
XP-23829,sclerosis,8A40
XP-23829,psoriasis,EA90.0
XR-5000,cancer,2B91.Z
XZK,Hyperlipidaemia,5C80
XZK-monascus,Hyperlipidaemia,5C80
YESCARTA,lymphoma,2A81
YF-476,ulcer,DA60.Z
Ygalo,myeloma,2A83
YH-4808,ulcer,DA63
YKP-GI,Constipation,DD91.1
YM155,cancer,2C60-2C65
YM155,lymphoma,2B33.5
YM-264,Sepsis,1G40-1G41
YM-358,Hypertension,BA00-BA04
YM-430,Hypertension,BA00-BA04
YM-543,diabetes,5A11
YM-598,cancer,2C82.0
YM-758,pectoris,BA40
YM-934,pectoris,BA40
Ypeginterferon alfa-2b,infection,1E51.0
YSIL6,disease,DD70
YT-146,Hypertension,BA00-BA04
Zadaxin/lamivudine,infection,1E51.0
Zalospirone,disorder,6B00-6B0Z
Zarnestra,leukaemia,2A20.0
Zarnestra,cancer,2B91.Z
Zarnestra,infection,1A9Y
Zarnestra,syndrome,2A37
Zarnestra,cancer,2C10
Zarnestra,lymphoma,2A90.C
ZD2079,complication,5A2Y
ZD-6126,tumour/cancer,2A00-2F9Z
ZD-7288,pectoris,BA40
ZK-91587,disease,BA00-BE2Z
ZY-15106,Asthma,CA23
ZYH-7,disorder,5C52.Z
ZYI-1,Inflammation,1A00-CA43.1
ZYN002-CBD gel,disorder,8A6Z
BT-1718,tumour/cancer,2A00-2F9Z
COVA322,vulgaris,EA90
Dalazatide,myositis,4A41.2
Dalazatide,psoriasis,EA90.0
Dalazatide,vulgaris,EA90
Debio-0824,vulgaris,EA90
Debio-0824,arthritis,FA21
131I-radretumab,cancer,2C25.Y
2-hydroxyoleic acid,Hypertension,BA00-BA04
3VM1001 topical cream,neuralgia,1E91.5
4SCAR19 and 4SCAR123,lymphoma,2A86
4SCAR19 and 4SCAR20,lymphoma,2A86
4SCAR19 and 4SCAR22,lymphoma,2A86
4SCAR19 and 4SCAR30,lymphoma,2A86
4SCAR19 and 4SCAR38,lymphoma,2A86
4SCAR19 and 4SCAR70,lymphoma,2A86
4SCAR19 cells,lymphoma,2A86
4SCAR19/22 T cells,lymphoma,2A86
4SCAR19/22 T cells,leukaemia,2A60-2B33
4SCAR-FRa,cancer,2C94
4SCAR-GD2,Tumour,2A00-2F9Z
4SCAR-PSMA,cancer,2C94
8-chloro-adenosine,tumour/cancer,2A00-2F9Z
8H9 I-124 mAb,Glioma,2A00.0
90Y-labeled humanized anti-Tac mab (anticancer), NCI,lymphoma,2B33.5
99mTc-rBitistatin,Embolism,JB42
AAV1-FS344,dystrophy,8C70
AAV1-FS344,myositis,4A41.2
AAV1-FS344,degeneration,9B78.3
AAV5-hFIXco,B,3B11.0
AbelaDrug200,injury,NA00-NA0Z
ABY-025,cancer,2C94
AC vaccine,cancer,2C25.0
ACI-24,disease,8A20
ACP-319,leukaemia,2A82.0
ACY-1215,diabetes,5A10
Ad35.CS.01,Malaria,1F40-1F45
Ad35-GRIN,infection,1C62
AdCh63 AMA1,Malaria,1F40-1F45
AdCh63-MSP1,Malaria,1F40-1F45
Adenovirus gene therapy,cancer,2C94
Aderbasib,cancer,2C60-2C65
Ad-IL-12 DNA therapeutic,Melanoma,2C30
Ad-IL-12 DNA therapeutic,glioblastoma,2A00.00
AdipoCell,failure,BD10
AdipoCell,failure,BD10-BD13
ADXS-HER2,cancer,2C60-2C65
ADXS-HER2,tumour/cancer,2A00-2F9Z
ADXS-PSA,cancer,2C82.0
ADXS-PSA,cancer,2C82.0
AEE-788,tumour/cancer,2A00-2F9Z
AEG35156,tumour/cancer,2A00-2F9Z
Aflunov,infection,1E30
AFX-9154,leukaemia,2A60-2B33
AG-013958,degeneration,9B75.0
AGEN1884,cancer,2C77.0
AGEN1884,tumour/cancer,2A00-2F9Z
AGN-208397,occlusion,9B74.1
AGT-181,Mucopolysaccharidosis,5C56.3
AIGIV,neuropathy,8C0Z
ALAMIFOVIR,infection,1A24-1D9Z
Allogeneic/autologous adult mesenchymal stem cell therapy,disease,BA40-BA6Z
Allostrome,Arthropathy,FA11-FA38
Alpha-fetoprotein cancer vaccine,carcinoma,2C12.02
ALT-803,cancer,2C94
ALT-803,malignancy,2B33.Y
ALT-803,infection,1C62
ALT-803,myeloma,2A83
ALT-803,lymphoma,2B33.5
ALT-803,cancer,2C25.Y
ALT-803,cancer,2C10
ALT-803,tumour/cancer,2A00-2F9Z
ALT-803,tumour/cancer,2A00-2F9Z
AMD-070,infection,1C62
AMD-070,Melanoma,2C30
AMD-070,carcinoma,2C34
AMD-070,carcinoma,2C90
AMD-070,tumour/cancer,2A00-2F9Z
AMG 232,tumour/cancer,2A00-2F9Z
AMG888/U3-1287,cancer,2C25.Y
Ampligenrintatolimod,tumour/cancer,2A00-2F9Z
AMT-060,deficiency,3B11
AMZ-0026,infection,1C62
Annamycin liposomal,leukaemia,2A60
Anthrax Immune Globulin (AIG),infection,1A00-1C4Z
Anti-BCMA CAR-T cells,myeloma,2A83
Anti-BCMA-CAR-transduced T cells,Lymphoma,2A80-2A86
Anti-BCMA-CAR-transduced T cells,myeloma,2A83
Anti-BCMA-CAR-transduced T cells,leukaemia,2A60-2B33
Anti-CD123-CAR-transduced T cells,leukaemia,2A60-2B33
Anti-CD19 and Anti-CD20 CAR-T Cells,lymphoma,2A86
Anti-CD19 CAR T cells,lymphoma,2A86
Anti-CD19 CAR transduced T cells,leukaemia,2B33.3
Anti-CD19 CAR transduced T cells,leukaemia,2A82.0
Anti-CD19 CAR transduced T cells,Lymphoma,2A80-2A86
Anti-CD19 CAR-T,cancer,2B33.5
Anti-CD19 CAR-T cells,leukaemia,2B33.3
Anti-CD19 CAR-T cells,leukaemia,2A82.1
Anti-CD19 CAR-T cells,leukaemia,2A82.0
Anti-CD19 CAR-T cells,lymphoma,2A81
Anti-CD19 CAR-T cells,lymphoma,2A80
Anti-CD19 CAR-T cells,lymphoma,2A85.5
Anti-CD19 CAR-T cells,leukaemia,2A82.00
Anti-CD19 CAR-T cells,Lymphoma,2A80-2A86
Anti-CD19 CAR-T cells,leukaemia,2A60-2B33
Anti-CD19 CAR-T cells,leukaemia,2A85
Anti-CD19 CAR-T cells,lymphoma,2A86
Anti-CD19/22-CAR vector-transduced T cells,leukaemia,2A85
Anti-CD19/22-CAR vector-transduced T cells,leukaemia,2A82.00
Anti-CD19/22-CAR vector-transduced T cells,leukaemia,2A82.0
Anti-CD19/22-CAR vector-transduced T cells,lymphoma,2A81
Anti-CD19/22-CAR vector-transduced T cells,lymphoma,2A80
Anti-CD19/22-CAR vector-transduced T cells,lymphoma,2A85.5
Anti-CD19/22-CAR vector-transduced T cells,leukaemia,2A82.1
Anti-CD19-CAR PBL,lymphoma,2A81
Anti-CD19-CAR PBL,lymphoma,2A85.5
Anti-CD19-CAR PBL,lymphoma,2A81
Anti-CD19-CAR-T cells,leukaemia,2A60-2B33
Anti-CD20 CAR-T cells,lymphoma,2A81
Anti-CD20-CAR vector-transduced autologous T cells,leukaemia,2A85
Anti-CD20-CAR vector-transduced autologous T cells,leukaemia,2A82.00
Anti-CD20-CAR vector-transduced autologous T cells,lymphoma,2A81
Anti-CD20-CAR vector-transduced autologous T cells,lymphoma,2A80
Anti-CD20-CAR vector-transduced autologous T cells,cancer,2B33.5
Anti-CD20-CAR vector-transduced autologous T cells,lymphoma,2A85.5
Anti-CD20-CAR vector-transduced autologous T cells,leukaemia,2A82.1
Anti-CD20-CAR-transduced T cells,Lymphoma,2A80-2A86
Anti-CD20-CAR-transduced T cells,leukaemia,2A60-2B33
Anti-CD22 CAR-T cells,Lymphoma,2A80-2A86
Anti-CD22 CAR-T cells,leukaemia,2A60-2B33
Anti-CD22-CAR-transduced T cells,Lymphoma,2A80-2A86
Anti-CD22-CAR-transduced T cells,leukaemia,2A60-2B33
Anti-CD30 CAR T cells,Lymphoma,2A80-2A86
Anti-CD30-CAR-transduced T cells,Lymphoma,2A80-2A86
Anti-CD30-CAR-transduced T cells,leukaemia,2A60-2B33
Anti-CD33 CAR-T cells,leukaemia,2B33.1
Anti-CD38 CAR-T cells,myeloma,2A83
Anti-C-met CAR-T cells,cancer,2B91.Z
Anti-C-met CAR-T cells,carcinoma,2C12.02
Anti-C-met CAR-T cells,cancer,2C73
Anti-C-met CAR-T cells,carcinoma,2C90
Anti-DR5 cells,carcinoma,2C12.02
Anti-Ebola mAb,infection,1D60.0
Anti-EGFR V III CAR-T cells,Glioma,2A00.0
Anti-EGFR V III CAR-T cells,carcinoma,2C12.02
Anti-EGFR V III CAR-T cells,cancer,2C25.0
Anti-Factor D,degeneration,9B75.0
Antifungal multivalent oral vaccine,infection,1F29-1F2F
Antifungal vaccine,Mycoses,1F2Z
Antigen-specific melanoma vaccine,Melanoma,2C30
Anti-HER2 CAR-T,cancer,2B91.Z
Anti-HER2 CAR-T,adenocarcinoma,2B72
Anti-HER2 CAR-T,Glioma,2A00.0
Anti-HER2 CAR-T,cancer,2C25.0
Anti-HER2 CAR-T,cancer,2C73
Anti-HER2 CAR-T,cancer,2C10
Anti-HIV ribozyme therapy,infection,1C62
Anti-Mesothelin CAR-T cells,adenocarcinoma,2B72
Anti-Mesothelin CAR-T cells,Mesothelioma,2C51.2
Anti-Mesothelin CAR-T cells,cancer,2C10
Antimicrobial oral vaccine,infection,1A00-1C4Z
Anti-MUC1 AR20.5,cancer,2C10
Anti-MUC1 CAR T Cells,cancer,2C60-2C65
Anti-MUC1 CAR T Cells,carcinoma,2C12.02
Anti-MUC1 CAR T Cells,cancer,2C10
Anti-MUC1 CAR T Cells,cancer,2C25.0
Anti-MUC1 CAR T Cells,cancer,2C25.Y
Anti-MUC1 CAR-T cells,cancer,2B70
Anti-MUC1 CAR-T cells,cancer,2B91.Z
Anti-MUC1 CAR-T cells,adenocarcinoma,2B72
Anti-MUC1 CAR-T cells,glioma,2A00.0
Anti-NY-ESO-1 CAR-T cells,cancer,2B70
Anti-NY-ESO-1 CAR-T cells,cancer,2C25.0
Anti-NY-ESO-1 CAR-T cells,myeloma,2A83
Anti-NY-ESO-1 CAR-T cells,sarcoma,2B5A
Anti-OX40 monoclonal antibody,cancer,2C82.0
Anti-VEGFR2 CD8 cell therapy,tumour/cancer,2A00-2F9Z
ANZ-521,infection,1E51.1
AP-1030,disorder,5C50-5D2Z
AP1903,rejection,NE84
AP-611074,Condyloma,1A61.3
APC-100,cancer,2C82.0
APH-0703,disease,8A20
APN-201,Dermatitis,EA80-EA89
ApoCell,diabetes,5A10
APS-001,tumour/cancer,2A00-2F9Z
APS001F,tumour/cancer,2A00-2F9Z
APS001F,tumour/cancer,2A00-2F9Z
AR20.5,cancer,2C10
AR-42,leukaemia,2A82.0
AR-42,myeloma,2A83
ARC-2022,neuralgia,1E91.5
ARQ-151 cream,psoriasis,EA90.0
ART621,vulgaris,EA90
ART621,arthritis,FA20
AS-210,vulgaris,EA90
ASC-101,malignancy,2B33.Y
ASCT01,ischemia,BD4Y
AskBio009,B,3B11.0
ASP-9521,cancer,2C82.0
AST-OPC1,injury,ND51.2
AstroStem,disease,8A20
AT132,myopathy,8C72
AT9183,leukaemia,2A60-2B33
ATG002,ulcer,BD54
Atiprimod,myeloma,2A83
ATL-313,Arteriosclerosis,BD40
ATYR 1940,dystrophy,8C70
AU-011,Melanoma,2C30
AU101,Osteosarcoma,2B51
AU101,glioblastoma,2A00.00
AU101,infection,CA07-CA45
AU101,Sarcoma,2A60-2C35
AU105,glioblastoma,2A00.00
AUTO2,myeloma,2A83
AUTO3,leukaemia,2A85
AUTO3,lymphoma,2A81
Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes,leukaemia,2A85
Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes,leukaemia,2A82.0
Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes,lymphoma,2A85.5
Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing T Lymphocytes,lymphoma,2B33.5
Autologous CD19-targeting CAR T cells,leukaemia,2A60-2B33
Autologous cell vaccine,Melanoma,2C30
Autologous fat-derived stem cell therapy,tumour/cancer,2A00-2F9Z
Autologous VEGF-and angiopoietin-1-expressing endothelial and smooth muscle cell therapy,disease,BA00-BE2Z
Autologous VEGF-and angiopoietin-1-expressing endothelial and smooth muscle cell therapy,disease,BD4Z
AV0328,infection,1A00-1C4Z
AVID100,tumour/cancer,2A00-2F9Z
Avigen Parkinson,disease,8A00.0
Avrina,infection,1F28-1G0Z
AVX-502,infection,1E30-1E32
AVX701,cancer,2B91.Z
AVX701,cancer,2B91.Z
AVX901,cancer,2C60-2C65
AZD-2836,infection,1E51.1
AZD9150,malignancy,2B33.Y
B27PD,Uveitis,9A96.Z
BAL-101553,glioblastoma,2A00.00
BAL-101553,tumour/cancer,2A00-2F9Z
BAX335,B,3B11.0
BCMA CAR T cells,myeloma,2A83
BCMA CAR-T,myeloma,2A83
BCT-100,tumour/cancer,2A00-2F9Z
Beclanorsen,leukaemia,2A60-2B33
BEL-0222,Neuroblastoma,2D11.2
Betalutin,lymphoma,2A81
Betalutin,lymphoma,2B33.5
BGB-290,glioblastoma,2A00.00
BGB-290,tumour/cancer,2A00-2F9Z
BGB-290,tumour/cancer,2A00-2F9Z
BGT226,tumour/cancer,2A00-2F9Z
BI-836858,leukaemia,2A60
BI-836858,leukaemia,2A60
BI-836858,syndrome,2A37
BIIB067,sclerosis,8B60.0
BIIB080,disease,8A20
BIIB080,Dementia,6D80-6D86
BIO-300,arthritis,FA20
BIO-300,tumour/cancer,2A00-2F9Z
BION-1301,myeloma,2A83
BIW-8962,myeloma,2A83
BL-1040,infarction,BA41-BA43
BL-3010,Pain,MG30-MG3Z
BL-7010,disease,DA95
BLZ-100,Glioma,2A00.0
BLZ-100,tumour,2A00.0
BMS-753493,tumour/cancer,2A00-2F9Z
BMS-863233,malignancy,2B33.Y
BMS-986012,cancer,2C25.Y
BMS-986089,dystrophy,8C70
BMS-986156,tumour/cancer,2A00-2F9Z
BMS-986183,disorder,BE2Z
BMS-986183,carcinoma,2C12.02
BMS-986253,tumour/cancer,2A00-2F9Z
BMS-986277,Carcinoma,2A00-2F9Z
BMX-001,Glioma,2A00.0
BMX-001,cancer,2D42
BN-2629,tumour/cancer,2A00-2F9Z
BPM 31510 intravenous,tumour/cancer,2A00-2F9Z
BPX-501,leukaemia,2A85
BPX-501,leukaemia,2A60
BPX-501,transplantation,QB63
BPX-501,Immunodeficiency,4A00-4A85
BPX-501,Osteoporosis,FB83.0
BPX-501,tumour/cancer,2A00-2F9Z
BPX-601,adenocarcinoma,2B72
BPX-601,cancer,2C10
BPX-601,cancer,2C82.0
Brain dendritic cell-based vaccine,multiforme,2A00.0
BrevaRex,cancer,2C10
Bria-IMT,cancer,2C60-2C65
BriaVax,cancer,2C60-2C65
BSK01,leukaemia,2A60
BSK01,malignancy,2B33.Y
BSK01,tumour/cancer,2A00-2F9Z
BVD-523,cancer,2C10
BVD-523,tumour/cancer,2A00-2F9Z
BXCL101,2,LD2D.11
BZF961,infection,1E51.1
C 82,Scleroderma,4A42
CAB-AXL-ADC,tumour/cancer,2A00-2F9Z
CAB-ROR2-ADC,tumour/cancer,2A00-2F9Z
Cal-1,infection,1C62
CAM2043,hypertension,BB01.0
CAP-1002,dystrophy,8C70
CAP-1002,infarction,BA41-BA43
CARCIK-CD19,leukaemia,2B33.3
CAR-T cells targeting BCMA,Lymphoma,2A80-2A86
CAR-T cells targeting BCMA,myeloma,2A83
CAR-T cells targeting BCMA,leukaemia,2A60-2B33
CAR-T cells targeting CD19,Lymphoma,2A80-2A86
CAR-T cells targeting CD19,myeloma,2A83
CAR-T cells targeting CD19,leukaemia,2A60-2B33
CAR-T cells targeting CD2,cancer,2C77.0
CAR-T cells targeting CD22,Lymphoma,2A80-2A86
CAR-T cells targeting CD22,myeloma,2A83
CAR-T cells targeting CD22,leukaemia,2A60-2B33
CAR-T cells targeting CD30,Lymphoma,2A80-2A86
CAR-T cells targeting CD30,myeloma,2A83
CAR-T cells targeting CD30,leukaemia,2A60-2B33
CAR-T cells targeting CEA,cancer,2B91.Z
CAR-T cells targeting CLL1,Lymphoma,2A80-2A86
CAR-T cells targeting CLL1,myeloma,2A83
CAR-T cells targeting CLL1,leukaemia,2A60-2B33
CAR-T Cells targeting EpCAM,cancer,2B90.Z
CAR-T Cells targeting EpCAM,cancer,2B70
CAR-T Cells targeting EpCAM,adenocarcinoma,2B72
CAR-T Cells targeting EpCAM,carcinoma,2C12.02
CAR-T Cells targeting EpCAM,cancer,2C10
CAR-T Cells targeting EpCAM,cancer,2C82.0
CAR-T cells targeting EphA2,glioma,2A00.0
CAR-T cells targeting GD2,Glioma,2A00.0
CAR-T cells targeting Glypican-3 (GPC3),carcinoma,2C12.02
CAR-T cells targeting GPC3,carcinoma,2C12.02
CAR-T cells targeting MAGE-A1,cancer,2C25.0
CAR-T cells targeting MAGE-A4,cancer,2C25.0
CAR-T cells targeting Mesothelin,cancer,2C77.0
CAR-T cells targeting Mesothelin,cancer,2C25.0
CAR-T cells targeting mesothelin,cancer,2C10
CAR-T cells targeting Muc1,cancer,2C77.0
CAR-T cells targeting PSMA,cancer,2C77.0
CART-123 cells,leukaemia,2A60
CART-138 cells,myeloma,2A83
CART-138 cells,myeloma,2A83
CART-19 cells,leukaemia,2A85
CART-19/22,leukaemia,2A60-2B33
CART-19/BCMA,myeloma,2A83
CART20,lymphoma,2A86
CART30,lymphoma,2B30
CART30,lymphoma,2B33.5
CART33 cells,leukaemia,2B33.1
CART-BCMA cells,myeloma,2A83
CART-EGFR,tumour/cancer,2A00-2F9Z
CART-HER-2,tumour/cancer,2A00-2F9Z
CaspaCIDe DLI,disease,4B24
CB3304,tumour/cancer,2A00-2F9Z
CBL0102,carcinoma,2C12.02
CBP-501,Mesothelioma,2C51.2
CBP-501,tumour/cancer,2A00-2F9Z
CC-223,tumour/cancer,2A00-2F9Z
CCT301-38 (targeting ROR2),carcinoma,2C90
CCT301-59 (targeting ROR2),carcinoma,2C90
CD123-specific gene-engineered T cells,leukaemia,2A60
CD137 CAR-T Cell,leukaemia,2A85
CD137 CAR-T Cell,lymphoma,2A86
CD138 CAR T cells,myeloma,2A83
CD19 and CD20 CAR-T Cells,lymphoma,2A86
CD19 and CD20 CAR-T Cells,leukaemia,2A60-2B33
CD19 and CD22 CAR-T Cells,lymphoma,2A86
CD19 and CD22 CAR-T Cells,leukaemia,2A60-2B33
CD19 and CD22 CAR-T Cells,Lymphoma,2A80-2A86
CD19 CAR Gene Transduced T Lymphocytes,lymphoma,2B33.5
CD19 CAR T cells,leukaemia,2A85
CD19 CAR T cells,lymphoma,2B33.5
CD19 CAR T Cells,leukaemia,2A85
CD19 CAR T Cells,leukaemia,2A82.0
CD19 CAR T Cells,lymphoma,2A81
CD19 CAR T Cells,lymphoma,2A80.Z
CD19 CAR T Cells,lymphoma,2A85.5
CD19 CART,lymphoma,2A86
CD19 CART,leukaemia,2A85
CD19 CAR-T Cells,leukaemia,2A85
CD19 CAR-T lymphocytes,leukaemia,2A85
CD19 specific CAR T cells,leukaemia,2A60
CD19 targeted chimeric antigen receptor T cells,lymphoma,2A86
CD19.CAR T Cells,leukaemia,2A85
CD19.CAR T Cells,leukaemia,2A82.0
CD19.CAR T Cells,lymphoma,2A80
CD19.CAR T Cells,lymphoma,2A85.5
CD19.CAR-T cells,lymphoma,2A81
CD19.CAR-T cells,lymphoma,2A80
CD19.CAR-T cells,lymphoma,2A85.5
CD19-CAR T cell,leukaemia,2A85
CD19-CAR T cell,lymphoma,2B33.5
CD19-directed CAR-T cells,Lymphoma,2A80-2A86
CD19-directed CAR-T cells,leukaemia,2A60-2B33
CD19-targeting CAR T cells,lymphoma,2A86
CD19-targeting CAR T cells,leukaemia,2A60-2B33
CD19-targeting CAR T Cells,lymphoma,2A86
CD19-TCRz-41BB and CD22-TCRz-41BB CAR-T Cells,cancer,2B33.5
CD20-Specific CAR T Cells,leukaemia,2A82.0
CD20-Specific CAR T Cells,lymphoma,2A80
CD20-Specific CAR T Cells,lymphoma,2A80.Z
CD20-Specific CAR T Cells,Lymphoma,2A80-2A86
CD20-Specific CAR T Cells,lymphoma,2A85.5
CD20-Specific CAR T Cells,lymphoma,2B33.5
CD22 CAR-T,lymphoma,2A86
