gene_name,drug_claim_name
APOBEC3F,8-AZAGUANINE
LIF,RETINOIC ACID
GLRX2,DB00143
HSP90AA1,Alvespimycin hydrochloride
P2RY12,prasugrel
CYP3A5,clarithromycin
GABRA1,GSK683699
PLG,DESMOTEPLASE
PGGT1B,DB07841
PTEN,PD-0325901
DRD3,NCG-C00093820-01
MMP1,PMID29130358-Compound-Figure18(14a)
CBL,ANTISENSE OLIGONUCLEOTIDES
RAB9A,TCMDC-124307
MAPK9,7-azaindole derivative 1
GSK3B,DB07585
KCNH2,PROPAFENONE
TOP2B,SNS-595
PADI4,315661097
GCG,SODIUM BUTYRATE
GATM,DB02068
UGCG,DB00419
FLT1,CHEMBL1289926
KDM4A,SOLYPERTINE TARTRATE
TLR9,CHLOROQUINE
SMAD3,MMV009085
PRKD3,249565728
OPRL1,135652587
NTRK2,DB11823
CHRNB1,CHEMBL1200993
,THX-TS01
PTGER2,PMID25772215-Compound-US02014179750TG6-10-1
AKT2,223366042
ADORA2A,CHEMBL3545288
AR,TILNOPROFEN ARBAMEL
GRM5,AZD-6538
SCN3A,CHEMBL856
NR3C1,187051777
P2RY1,135651389
RXFP1,DNDI1416917
PTEN,LGX818
LRRK2,PALBOCICLIB
GABRB1,MIDAZOLAM
TUBA1C,4-(PHENYLCARBAMOYL)BENZYLNITRATE
SLC25A2,DB00129
PKN2,DOVITINIB
S1PR4,CHEMBL544665
TP53,2'
AHR,DB01076
GNRH1,LITHIUM
BCL2L1,NAVITOCLAX
SCN3A,CHEMBL1889140
ADRA1D,135650391
MGLL,Azetidine-benzoxazin-3(4H)-one derivative 1
PGR,DB00378
GRIN2B,CNS-5161
G6PD,ofloxacin
SUCNR1,178102159
HSP90B1,DB08464
ADRA2B,DB00800
GRM5,2-(substituted ethynyl)quinoline derivative 4
EPHA2,MLN-8054
HSPA4,GOSSYPOL
DRD1,FENOLDOPAM
KRAS,CETUXIMAB
ESR1,CHEMBL2105395
MAPK1,3'
PTGFR,135649995
IAPP,DB09130
CYP2D6,RS-23597-190
PAH,CHEMBL1201775
FLT3,CRENOLANIB
SDSL,DB00114
NQO1,DOX
ALDH1A1,DEPHOSTATIN
GLRA1,DB00228
VDR,DNDI1417080
ITK,GW843682X
SERPINC1,avatrombopag
CAMK2B,DB07168
IFNL3,sofosbuvir / velpatasvir / voxilaprevir
ADRA2A,135650818
CACNA1B,CHEMBL1286
SSTR4,178100498
EFL1,DB04315
CSF2RA,DB05386
DYRK3,LINIFANIB
AR,DITHIANON
GABRA6,DB01483
GABRA5,EVT-201
CHRM3,CHEMBL1201765
MAP2K7,Benzoheterocyclic compound 1
MBP,BIOFLAVONOID
GLP1R,DNDI1417461
SOX10,VEMURAFENIB
KMT2A,METHYLENE BLUE
CDKN1B,TCDD
PDE5A,PENTOXIFYLLINE
CYP1A2,CGP-54626
CYP1A2,PROPYLPYRAZOLETRIOL
AR,ATRACURIUM BESYLATE
ADH1B,FOMEPIZOLE
VIPR1,135651854
PTGS2,FLURBIPROFEN
KAT8,187051791
PIK3CD,INCB40093
AURKA,249565632
PYGM,DB04055
PCAP,DB00884
NR3C2,antagonist
HDAC2,DB01076
EGFR,CHEMBL2109390
CNR2,340590237
JUN,METHIMAZOLE
PLG,DB00029
HDAC6,PMID28092474-Compound-32g
CHRNB2,TC-5214
BACE2,223366185
PLG,DB12831
ESR2,DB06202
ESR2,GNF-PF-3037
DNASE1L3,Cyclic peptide derivative 1
CHRNA7,178100797
AR,DIMETHOMORPH
TGFBR1,252166689
PDE10A,CHEMBL932
CBX1,GR-127935
AR,ABAMECTIN
NQO1,NSC-640558
VDR,IRIGENOL
MINK1,ILORASERTIB
IFNB1,Interferon beta-1a
LPL,fenofibrate
CYP3A4,BERGAPTEN
PTGER1,178102689
TRPV1,PMID25666693-Compound-33
CD22,CD19/CD22 Chimeric Antigen Receptor T Cells
MAPK8,178102620
TP53,FENRETINIDE
CYP1A2,NONIVAMIDE
CHRM1,THIETHYLPERAZINE
LYZ,DB03487
NFE2L2,ENDRIN
EHMT2,BENZO[D]ISOTHIAZOL-3-ONE
HPGD,SULFADIAZINE
AVPR2,135652101
PRKCA,Sodium phenylbutyrate
LGALS9,LACTOSE
CA3,DB12418
MTAP,DB02281
IFNL3,Paritaprevir
GABRG3,178100875
HTR6,AVN-211
MAPK14,AST-487
TFF1,DB00481
AR,DB01608
ROCK2,THROMBIN
C1QB,DB00002
GMNN,TCMDC-123634
HCK,CHEMBL288441
HSD17B1,DB02901
PLK1,TCMDC-124063
CPA1,DB07484
SMN2,BIOCHANIN
MAOB,DB01171
F2,DB04697
HTR3E,GRANISETRON
PMCH,olanzapine
CYP2B6,3
GRIA2,DB08304
RAPGEF4,NSC-228155
ADRA1B,epinephrine
TUBB,DB11638
CCR5,CCR5 mab
ADRA1D,DB01142
NR3C1,CHEMBL1549
MPHOSPH8,GALLAMINE
GABRA3,CLONAZEPAM
CYP2D6,BENZAMIL
ATAD5,CYCLOHEXIMIDE
HDAC11,CHEMBL27759
PHB2,STEROID HORMONE
NR1H3,135650789
NDUFS2,DB00157
AR,OXAZEPAM
GPR52,252827497
TLR4,DB08231
HRH1,135651281
CD14,IC14
TUBB1,CHEMBL1201752
GABRB1,OXAZEPAM
GABRA1,CHEMBL448
HCK,CHEMBL52885
F10,ANTITHROMBIN
F2,tamoxifen
MT1A,DB14533
TUBA3E,4-(PHENYLCARBAMOYL)BENZYLNITRATE
ZYX,DB11638
NR3C1,354702284
SST,ESTRADIOL BENZOATE
T,flunisolide
TACR1,178102378
POLB,AG-538
ESR1,DB03467
PLG,Reteplase
PTGER2,135651538
,NTHI vaccine
BCL2,MICELLAR PACLITAXEL
GRIN3B,CHEMBL1201023
CYP2C8,404859006
FLT1,CHEMBL403989
PIK3C3,XL-765
L3MBTL1,EMODIC ACID
CYP2C19,Lansoprazole
ADRA1A,MEPHENTERMINE
TP53,Cytarabine
PDE3A,DB01427
DPP4,DB03660
SCN8A,PRAX-330
FLT4,SUNITINIB
EIF2AK3,Phenylpyrrolidinone derivative 1
CXCL8,Ibuprofen
PARP1,4-Carboxamido-isoindolinone derivative 2
PIK3CA,178102646
POLB,PENTAMIDINE ISETHIONATE
CD22,Retroviral vector-transduced autologous T cells to express CD22-specific CARs
NOS3,TETRAHYDROBIOPTERIN
CYP2D6,BENZETHONIUM
PIK3R6,BAY80-6946
,Dipeptide analog 1
NR3C1,135650608
GRIK1,DB00237
HSP90AB1,MPC-3100
CYP2D6,MODAFINIL
FCER2,CHEMBL2109151
DRD2,Entacapone+levodopa+carbidopa
TOP2A,AEZS-112
MMP13,178101860
SLC6A3,CHEMBL1200387
SCN10A,CHEMBL1201023
SERPINC1,Avatrombopag
NPY1R,135651873
ADRA2A,135649952
MET,CEP-11981
GSS,DB00151
CDK2,CHIR-99021
G6PD,chlorpropamide
RPS6KA5,PHA-767491
PDGFRB,CHEMBL1721885
CYP2D6,NSC-24047
CYP51A1,DB05667
EHMT2,GUAIAZULENE
CDK9,249565621
UTS2R,135652049
IMPDH2,CHEMBL1456
SLCO1B1,DB05521
PTGS1,BALSALAZIDE
NFE2L2,FENTICLOR
TSG101,NSC-66209
HRH1,Dexbrompheniramine
KCNK9,CHEMBL1257
TYR,Benzothiazole analog 1
PRMT1,FURAMIDINE
GUCY1A2,stimulator
RRM2,DB05801
MAP4K2,Quinazoline derivative 9
NDUFS4,CHEMBL3545320
PNLIP,CHEMBL175247
KDM4C,PYRIDINE-2
PLK1,CEFSULODIN SODIUM
TRPV1,acetaminophen
SLC1A3,178101410
BCR,IMATINIB
SSTR3,135652041
ADRB2,DB11587
FGFR2,BYL719
WRN,NANAOMYCIN
PTGES,Imidazopyridine derivative 6
GABBR1,DB00181
HCRTR1,135651012
NR3C1,DB00620
PPARG,DB07509
ESR2,ixabepilone
DRD1,Dihydrexidine
MAPK14,TALMAPIMOD
EHMT2,PYROGALLOL
TXNRD1,Fotemustine
MTOR,178102681
PDE4D,DB02676
STK16,DB12010
HAO1,DB07907
AGTR1,DB00678
POLI,HYCANTHONE
MAP4,DB01229
RECQL,BETA-LAPACHONE
NOS1,RETINOIC ACID
PSMC2,BORTEZOMIB
OPRM1,135650684
DHODH,DB08008
HTR2B,135650525
KRAS,GDC-0068
CXCL8,CI-1033
RORC,BBI-6000
EGLN1,US9409892
CHRM5,135650350
BTF3P11,CALCITRIOL
GPR119,178102280
ABAT,valproic acid
TP53,ONONIN
TNFSF11,DENOSUMAB
ALOX15,BITHIONOL
ATXN2,SJ000001516
GABRA1,DB01587
ADAM17,DB07145
CCNE1,DINACICLIB
HTR4,TROPISETRON
PDE4C,DB00651
SCN10A,DB00961
PTGS2,CARPROFEN
CYP1A2,FELBAMATE
CYP3A5,amlodipine
CCR3,223366014
HIPK4,LINIFANIB
CYP3A4,SAPPANONE A DIMETHYL ETHER
,Volociximab
AVPR2,M0002
NR3C1,CHEMBL1683
LCK,DB12010
SLC6A2,METHYLPHENIDATE
MAPT,SANGUINARIUM CHLORIDE
ADRA2C,Xylometazoline
TOP2A,DAUNORUBICIN
IL13,sunitinib
HRH3,Irdabisant
POLH,BETA-LAPACHONE
HM13,DB00277
EHMT2,5
CHRNA7,DB00657
BDKRB2,135651794
HRH1,Mequitazine
PKIA,DB08569
HTR2C,Aryl piperazine derivative 8
BDNF,MEDICATION
MAPK14,DB07941
RET,Pyrazolo[3
APH1B,CHEMBL463981
PDGFRB,CHEMBL52885
GABRA3,QUAZEPAM
NAMPT,GMX1777
WRN,AG-528
CXCL8,ALPHA INTERFERON
CDK2,N/A
CYP1A2,PD-81723
SCN9A,Tarizine derivative 1
TAOK1,BMS-387032
RPS6KA6,249565632
HDAC3,BUTANOIC ACID
SPG7,docetaxel
EHMT2,GNF-PF-2905
CYP2C9,TERAZOSIN
ESR1,DB01708
CTDSP1,CEFUROXIME SODIUM
TGFB1,TAMOXIFEN
AFP,RUTIN
AR,CHEMBL1738889
GALR2,178102762
OASL,peginterferon alfa-2b
DRD3,S-33084
CDC7,NMS-1116354
,UCB-11056
HRH3,Piperazine carbamate/urea derivative 6
AR,PREDNICARBATE
ATP7A,PLATINUM
,ROCICLOVIR
ATXN2,4-HYDROXYDERRICIN
LRP1,DB00100
,YM-16151-4
,Peptide analog 41
YES1,178102666
FEN1,DB14501
HLA-DRB1,Influenza vaccines
KAT2A,PURPURIN
TGFBR1,DB04434
DIO1,CHEMBL1518
GABRA4,TALBUTAL
USP1,THONZONIUM
ITGB7,CHEMBL2104967
,Benzyl phenyl ether derivative 2
CARM1,336446915
DRD4,PROPIOMAZINE
GABRP,CHEMBL1200472
CD22,Epratuzumab
GABRA1,DB01511
ATM,NAFTIFINE HYDROCHLORIDE
BAP1,VALPROIC ACID
ASRGL1,DB00174
PTGER3,135650378
AKR1C2,DB00157
PDE2A,1
KLC3,gemcitabine
CYP3A4,DNDI1417234
CASR,DB01012
CTSG,IFN
GABRP,CHEMBL580
AURKB,LAS38096
PTGER4,E7046
CYP27A1,252827509
SMO,GEFITINIB
BAZ2B,TRYPTOPHAN
CYP1B1,paclitaxel
HLA-E,glucocorticoids
GRM8,135651136
ATAD5,GALANGIN
NDUFAB1,CHEMBL3545320
CYP2D6,OXYMETAZOLINE
GABRA1,178101116
EHMT2,RHEIN
CYP3A4,tacrolimus
VDR,STAUROSPORINE
JAK3,Pyrimidopyridazinone derivative 2
CHRM3,DB09089
F2RL1,178100874
GPI,DB03042
CYP1A2,NU-1025
ATP5L,DB11638
CNR2,CP-55940
PTGS2,meloxicam
OPRK1,DB00611
ABL1,GLUCOCORTICOID
SLC7A7,DB13146
CTSF,DB03691
GGT1,GENTAMICIN
NR3C1,DB13158
BIRC2,252827512
OPRK1,DNDI1318477
HEBP1,Chalcone derivative 1
HCRTR2,1
HDAC4,PCI-24781
PRKCD,CHEMBL608533
CYP3A4,CITROPTEN
PPARG,DB06521
MAPK9,PMID25991433-Compound-A2
AKR1B1,DB07028
LCK,252827493
NRG1,CISPLATIN
HMMR,DB08818
,Peptide analog 37
SLC10A2,178103144
ATM,TCMDC-125528
KRAS,Cetuximab
ALOX15B,TYRPHOSTIN AG 879
TNFRSF8,ICAR30 T cells
PIK3CB,223366125
EHMT2,4-IMIDAZOLEACRYLIC ACID
CCNG1,MX-DNG1
ATP1A1,DIGOXIN
,Clofarabine
MET,ERLOTINIB
PDCD1,Tislelizumab
ABCC1,252827420
KCNF1,CHEMBL2107762
PTGS2,Meloxicam
TP53,7
ADRA1B,ALFUZOSIN
CDK2,DB06888
TAOK1,LINIFANIB
SCN9A,Benzene sulfonamide derivative 12
GABRB3,CHEMBL1102
EIF4E,DB01649
GAA,ISOTHYMONIN
PRKCB,BISINDOLYLMALEIMIDE IX
SCN10A,CHEMBL861
F10,CHEMBL231779
MGA,CHEMBL1561
SOD2,heroin
EGFR,CHEMBL3545308
PDCD1,Spartalizumab
NQO2,NSC-640558
BAZ2B,GNF-PF-1731
HDAC6,BML-210
,SARACATINIB
GABRA6,BUTALBITAL
FPR1,DB00716
PRL,HYPERICUM PERFORATUM
KIT,Sunitinib
MME,CANDOXATRIL
ABL1,Blinatumomab
BAZ2B,2-HYDROXYPHENAZINE 5
GNB3,atenolol
PSMD14,BORTEZOMIB
,DIPROTEVERINE HYDROCHLORIDE
STK11,Selumetinib
DRD3,Aryl piperazine derivative 6
NPY5R,135650463
CCKBR,PD-170292
CSF2RA,ONCOVEX GM-CSF
BRD4,ALPRAZOLAM
SLC6A2,DESVENLAFAXINE
VKORC1L1,MENADIONE
BPI,DB04178
PDGFRB,404859105
HTR7,OLANZAPINE
IL6,RETINYL PALMITATE
,Neucardin
SLCO1B1,FENOFIBRATE
TPMT,Mercaptopurine
F2,DB08061
PTGS1,CHEMBL1200806
FLT3,Midostaurin
ZUFSP,Azepan-4-one derivative 2
FLT1,TIVOZANIB
ACE2,223366196
PIK3CD,CHEMBL3545250
AGTR1,Candesartan
IDH1,TCMDC-124557
NDUFB1,CHEMBL3545320
DYRK1A,PMID28766366-Compound-Scheme2WO2012/098065upper
HTR2B,252166634
HTR7,135649696
CBX1,GNF-PF-5510
LIPG,GSK-264220A
NR3C1,METHYLTESTOSTERONE
HRH2,ASENAPINE
PIK3CB,SOPHORETIN
ADRB2,CHEMBL1200323
CREBBP,DNDI1417457
FAAH,381118834
DRD5,DB00988
FYN,TAMATINIB
PDE4C,CHEMBL1752
MTOR,TEMSIROLIMUS
CYP2J2,thioridazine
CYP1A2,TODRALAZINE
FLT1,MOTESANIB
F9,DB09109
RET,BARASERTIB
ESR1,DB04216
CHRM2,135650857
NFE2L2,SULFORAPHANE
HMOX1,ZNCL2
,Purine derivative 4
,Tigecycline
DHODH,DB07975
ALOX5,375973266
GRM2,135650510
SLC22A8,DB00493
IMPDH2,DB03070
PCSK9,SPC5001
NTRK1,Pyrazolo[4
PDE3B,CHEMBL932
CALB2,DB11348
PIN1,Avastin+/-Tarceva
RAB9A,IPRIFLAVONE
EDNRA,BOSENTAN
NEDD8,MLN4924
DRD2,APOMORPHINE
ZACN,135652738
TOP2A,DB06042
KCNH2,TCMDC-124312
CHRM3,DB03128
EHMT2,FENOLDOPAM BROMIDE
APP,Gantenerumab
GSK3B,178102599
ALOX15,NSC-172033
CYP3A4,RO-046790
CYP2D6,U-50488
PNLIP,178101960
ESR2,ribociclib
P2RY12,DB08816
TYK2,HESPERADIN
HTR4,TD-8954
OPRD1,178103661
PPARG,DB01014
,DOV 21947
PTPN1,DB06521
FLT1,PF-562271
BRCA1,Vinorelbine
SMO,381745014
PIK3R6,XL147
NDUFA5,CHEMBL3545320
ALDH1A1,CAPSAICIN
ACTA1,DB04774
P2RY12,CHEMBL1717
KCNH2,S-(+)-FLUOXETINE HCL
DHRS4L1,DB02532
JUN,DFMO
CNR1,HEMOPRESSIN
PPARA,135650383
F8,DB11571
GABRQ,CHEMBL1341
CHEK2,WITHAFERIN A
MAPK13,SNS-314
CPN2,DB14548
TNF,antagonist
CEACAM5,CIGB-M3
MAP2K3,AZD6244
TRPV1,PMID25666693-Compound-32
CDKL2,DB12010
RYR2,135651219
EHMT2,NSC-11437
ABHD6,178101972
GLB1,DB04465
,Penicillin G Procaine
SSTR4,135651887
CYP1A2,RAUWOLFIA SERPENTINA
CYP2D6,HYDROCOTARNINE
ALOX15,CATECHIN
SCN2A,DB00252
CHEK1,DB08393
APLNR,135651624
RUNX1,CYTARABINE
NTRK1,CXB909
TMPRSS15,THONZONIUM BROMIDE
ADRA2A,DB00715
PRSS1,178101079
BAZ2B,SJ000032153
BRCA1,VU001171
RARG,135649903
TOP1,3-HYDROXYEVODIAMINE
GABRA4,CHEMBL1200790
ADRA2A,METHYLDOPA
CFTR,178101015
MAPK10,178102620
AURKB,JNJ-7706621
PPARD,DESLORATADINE
HSP90AA1,ALEXIDINE HYDROCHLORIDE
ABCC8,CHEMBL783
BCL2,ISIS 3521
OPRM1,CLOCINNAMOX
CHRM3,CHEMBL1200330
KDM4A,TENOXICAM
ITGA4,VEDOLIZUMAB
EP300,DIETHYL-2-UNDECYLIDENEMALONATE
IFNA1,ALPHA-METHYL-P-TYROSINE
PIK3CD,381118808
ADORA2A,135649875
ACE,SPIRAPRIL
JAK2,PMID27774824-Compound-Figure8Example99
BRAF,RAF265
ATAD5,TCMDC-123770
MEN1,METHYLENE BLUE
TP53,CID 1245272
BRAF,CHEMBL1946170
PTGDR2,OC-000459
KRAS,Cetuximab
SCN10A,CHEMBL1200437
CYP2D6,palonosetron
MC4R,haloperidol
PPCDC,DB03738
F9,Trenonacog alfa
KDR,PF-562271
MMP3,DB08029
,METHYLENEDIOXYMETHAMPHETAMINE
CYP2C9,AM-281
TUSC2,CNVN-202
GABRA6,NG2-73
HDAC1,328083526
GABRA5,CLOTIAZEPAM
GABRA2,TALBUTAL
TUBB4B,VINBLASTINE
ADRB1,DB00408
NOTCH1,LY3039478
HRH4,CHEMBL3301609
BDNF,BORTEZOMIB
PDCD1,MDX-1106
PDK1,PMID25684022-Compound-WO2009153313
PTGDR2,ARRY-502
SRC,DB03114
CYP3A4,etoposide
ATAD5,MMV085203
CCR3,TPI-ASM8
HDAC10,PRACINOSTAT
SMN1,CID 1225609
CNR1,Imidazole derivative 2
CHRM2,DB00508
IL10,MACROLIDE ANTIBIOTIC
PGLYRP2,DB14533
GABRA2,BROMAZEPAM
CBR1,doxorubicin
LOXL2,385612245
CSF1R,CYC-116
HTR2C,CHEMBL1201741
GMNN,VINBLASTINE
PTGS1,DB00469
PRKCB,249565629
MMP9,DB01593
GABRB1,LORAZEPAM
DRD4,DB05271
JAK1,223366122
GABRB1,CINOLAZEPAM
RPS6KA6,249565718
CNR1,1
VDR,ISOETHARINE
CYP3A5,GEFITINIB
GSTT1,imatinib
SLC1A3,178101349
,GMI-1070
SSTR3,135652410
RORC,ARN-6039
TSPO,Iodophenyl-N-methyl-N-fluoroalkyl-3-isoquinoline carboxamide derivative 3
AKT1,Sirolimus
DDR2,381118815
SCN10A,CHEMBL750
NFE2L2,16-DEHYDROPREGNENOLONE ACETATE
SERPINE1,LEVOTHYROXINE
TXNRD3,MOTEXAFIN GADOLINIUM
G6PD,Tafenoquine
,E-2212
TNF,DB10770
IFNA1,CASPASE INHIBITOR
,TTP889
CCKAR,FPL-14294
IFNAR1,DB00008
PYGM,DB03496
PARP2,CHEMBL521686
VEGFA,AT001/r84
ALK,Entrectinib
FGA,DB11311
CD4,CHEMBL2108475
AGXT,DB00133
GAA,LUTEOLIN
DYRK1A,PMID28766366-Compound-Scheme9EHT9851
RXRA,DB00132
SMAD3,SJ000128325
GART,CHEMBL1200373
GABRA4,CHEMBL285674
CYP1A2,GRAVEOLINE
PTGDR2,DB00917
RAD54L,GNF-PF-2873
ADRB2,178103824
HBA1,DB13257
POLI,CARMINE
PDIA3,DB09130
DRD4,DB14185
PPARG,135650557
ATXN2,MEFLOQUINE HYDROCHLORIDE
PTEN,BLZ945
PTPRB,DB06989
SLC6A4,morphine
ADRB1,DB00221
ADRA2A,Guanfacine extended release
HIF1A,PHENOXYBENZAMINE HYDROCHLORIDE
GABRA3,DB00395
ABCC4,LEUCOVORIN
NFKB1,RUTIN
CHRM1,404859158
HDAC4,ROMIDEPSIN
GABRA5,CHEMBL1200703
SERPINC1,Heparin Calcium
AR,DB08461
GP1BA,DB09213
HPGD,NSC-348401
,PMID25991433-Compound-Q1
PDE6A,252827469
TAC1,GP-120
PRSS1,DB02084
SMN1,TDR77585
IL2,CSA
L3MBTL1,NSC-11437
RELA,PYRROLIDINE DITHIOCARBAMATE
PDE4A,CHEMBL1200578
GALR1,178102703
AXL,252827520
MCOLN3,178100233
PTGS1,Naproxen
ECE1,SLV 306
KDR,CHEMBL3545335
PPARG,DB01067
TSHR,METHYLTHIONINIUM CHLORIDE
MT1A,arsenic trioxide
AR,DIHYDROTESTOSTERONE
CYP3A4,1-AMINOBENZOTRIAZOLE
BAX,DHT
CDK4,223366137
PTGS1,INDOMETHACIN
KDR,VATALANIB
HCRTR2,1
CD40LG,CHEMBL2108767
CYP2C19,PIRIBEDIL
IFNAR1,INTERFERON ALFA-N1
JAK2,Go 6976
NFE2L2,2
HTR1D,ZOLMITRIPTAN
ATXN2,NSC-699479
CD3D,DB09052
HDAC8,PMID29671355-Compound-56
HGF,RESVERATROL
ACKR4,135651677
PARP1,DB04010
F10,OTAMIXABAN
CBX1,TREQUINSIN
MS4A1,Anti-CD20 CAR-T cells
,TMC-353121
ATR,384403635
,Diphtheria-tetanus vaccine
JAK2,DB08877
SLC6A4,DB06204
TGFB2,TRABEDERSEN
PTEN,ARQ092
PTGS1,E163
IL2,QUININE
CACNA1S,DB01115
BHMT,CHEMBL1201130
CNR1,Diaryl morpholine derivative 1
HCRTR2,315661206
DNMT1,TCDD
CYP3A4,GLABRANIN
NR3C1,ANDROGENS
RPS6KA1,385612197
EGLN1,DB14489
USP1,TELMISARTAN
IPO7,MKC-1
,3-phenyl propanoic derivative 3
SOAT1,NIFEDIPINE
PAK1,DB12010
ACE,CAPTOPRIL
BTK,CHEMBL3301600
APC,JW67
GABRB1,NITRAZEPAM
RHAG,178101342
ASIC1,381744986
AVPR1A,CHEMBL419667
BCL2,Oral paclitaxel
KCNH2,DB06457
CYP2E1,CIPROFLOXACIN
EEF2,SS1(DSFV)-PE38
KAT2A,OLEIC ACID
RNASE1,DB02805
MET,ERBB3 INHIBITOR
GM2A,DB03633
TK1,HQK-1004
STK39,losartan
FLT4,DB04879
ADRA2B,ASENAPINE
SLC6A3,DB06700
CXCR6,178100558
ATP5D,ENFLURANE
KCND2,DB00280
PRMT1,NSC-45174
PDE4D,Oglemilast
ITGAV,VOLOCIXIMAB
LCK,AZD-1152-HQPA
VDR,DNDI1417420
NR1I3,OXYCODONE
MAPT,BI-87E7
S1PR1,PINAFIDE
GABRA1,DB01588
BLVRB,DB03461
EIF4E,ETOPOSIDE
CXCL2,NEUROTROPHIC FACTOR
CYP27B1,peginterferon alfa-2b
HSPA5,MIANSERIN
GABRA3,CHEMBL451
CYP2D6,thioridazine
CDK5,DB02950
TAAR6,corticosteroids
RXRA,DB01393
ALB,Oxyphenbutazone
TRPV1,PMID25666693-Compound-46
NME1,lamivudine
ABL1,Inotuzumab Ozogamicin
KDM4C,SKF-38393
OPLAH,DB00142
CDK4,RO-0505124
PSMA5,CARFILZOMIB
GLP1R,178100634
EGFR,CUDC-101
CLK4,GATIFLOXACIN
SRD5A2,DB01126
KCNJ6,DB00898
NR5A2,385612243
ITGB7,VEDOLIZUMAB
AKR1B1,T2c-003
ESR1,DB04930
CNR2,NABILONE
MCHR1,223366087
KDR,CHEMBL3545285
NTRK2,Cyclopenta[d]pyrimidine derivative 1
KMT2D,Bicalutamide
BLM,IDARUBICIN
TYR,P-coumaric acid derivative 4
PKD2L1,135652740
VDR,CARNOSIC ACID
ACTA1,DB04775
TAAR1,PROROXAN HYDROCHLORIDE
HTR2A,135649913
AGT,chlorthalidone
ABCB1,morphine
NFE2L2,FGF-1
TUBA1C,VINBLASTINE
POLG,KASANOSIN A
ABHD6,PMID29053063-Compound-11d
TGFBR3,DEXAMETHASONE
IFNAR2,INTERFERON ALFACON-1
OPRM1,CHEMBL1201159
INSR,Insulin-lispro
GRIN2B,CHEMBL1714
GABRA5,178101074
CYP1A2,ANTI-INFLAMMATORY DRUGS
IMPDH1,Mycophenolic acid/nucleotide derivative 6
ADRB2,tiotropium
EGFR,PD-168393
SSTR5,135652031
GPR12,DB09061
HRH1,DB06678
GPR84,178102470
PCSK6,252166858
PTGS2,CELECOXIB
NF1,PD-325901
ADRA1B,135650925
IL2,BNZ-1
DRD2,Droperidol
MAPKAPK2,249565843
PRKCA,178101880
CHRNA2,CARBACHOL
CYP2C19,NILUTAMIDE
AR,BISPHENOL A
CP,DB14487
CD19,19-28z T CELLS
EZH2,PMID28394193-Compound-40
TG,FDG
MTOR,252166594
CYP2D6,PNU-99194A
ADAM8,252166879
PLK1,PENTABROMOPHENOL
,RALURIDINE
CHRM3,178104021
,PMID28394193-Compound-57
PIK3CA,252166594
NSF,DB01902
RPL15,DB02494
SLC6A4,CITALOPRAM
LPAR2,135650457
AR,LESTAURTINIB
HSD3B1,TRILOSTANE
CCL3,DB05364
GRIK2,178100898
NPY1R,135651980
SLC12A7,178101310
JAK2,381744997
RET,DB12010
MET,CHEMBL3545050
POLI,TYRPHOSTIN 51
CYP1A2,(S)-MIDODRINE
ALDH1A1,GNF-PF-3201
CCRL2,135651663
ABCC8,Repaglinide
SPHK2,404859088
ADRA1B,135650115
CHRM3,THIETHYLPERAZINE
BRD4,187051820
NOS1,DB01942
FAS,LITHIUM
CALCA,DB04869
PSMC1,CHEMBL451887
GMNN,TRYPTANTHRIN
MLNR,135652293
SLC18A2,DB12161
,PMID25656651-Compound-19b
DRD1,IFENPRODIL
NTRK1,ILORASERTIB
BRAF,ZELBORAF
MSRA,DB04447
HTR1D,135650563
NTF4,BDNF
F13A1,DB11300
ATXN2,AROMOLINE
TSPO,Tricyclic indole compound 3
TDP2,9
CDK1,DB12010
CACNA1G,celecoxib
BTK,318164818
CSF3R,CHEMBL1201568
SLC6A9,R1678
SLC22A12,Cycloalkyl acid derivative 1
TUBB3,CHEMBL1683544
KDM4E,EUPAFOLIN
FGFR1OP2,brivanib
PRSS1,DB04470
CTSK,DB07967
DNMT1,DB01262
CYP1A2,SR-2640
MT-ND4L,DB00157
ESR2,tamoxifen
TUBB,KOS-1803
TYK2,348353655
CSNK1D,GEFITINIB
WRN,OXYTETRACYCLINE
HRH3,363894166
BRD4,252166516
ABL1,OMACETAXINE MEPESUCCINATE
PTGS1,FENOPROFEN
TLR4,Cadi-05
PDGFRA,BLU-285
PGR,DB00367
KCNJ11,glimepiride
KDR,E-3810
SLC2A1,PIOGLITAZONE
ADRA1D,DOXAZOSIN
MYC,FOLIC ACID
AR,FLUSPIRILENE
F2,DB07027
AQP9,ANDROGENS
CDK2,DB02733
BLM,GW7647
DRD4,LU 02-750
DRD1,JL-18
CACNA1D,CHEMBL1480
TARDBP,GRINIMIBINE
CCL18,IMMUNOMODULATORS
NCOA1,ETOPOSIDE
DDAH1,DB00213
ERBB2,178102313
,DB00057
GABRD,PRAZEPAM
IFNR,HDV-interferon
RACGAP1,RALOXIFENE HYDROCHLORIDE
TSPO,Pyrazolopyrimidine acetamide analog 2
PDPK1,SOTRASTAURIN
AOC3,178103840
DYRK1A,GO-6976
SSTR4,135652247
TMPRSS15,US9024044
GABRE,LORAZEPAM
,IRX-2
MEN1,TANNIC ACID
NFE2L2,HYPERICIN
C5,LFG-316
EHMT2,OXYTETRACYCLINE
VWF,MITOMYCIN
ROS1,CYC-116
EGFR,178102295
GMNN,CYCLOVALONE
PTGES,PMID28627961-Compound-30
HTR3A,ITASETRON
