Drug_name,Pathway_name,smpdb-id,category
Testosterone,17-beta Hydroxysteroid Dehydrogenase III Deficiency,SMP0000356,disease
Testosterone,Androstenedione Metabolism,SMP0030406,metabolic
Testosterone,Androgen and Estrogen Metabolism,SMP0000068,metabolic
Testosterone,Aromatase Deficiency,SMP0000565,disease
Efavirenz,Efavirenz Action Pathway,SMP0000740,drug_action
Niacin,Nicotinate and Nicotinamide Metabolism,SMP0000048,metabolic
Alendronic acid,Alendronate Action Pathway,SMP0000095,drug_action
Prednisone,Prednisone Action Pathway,SMP0000440,drug_action
Prednisone,Prednisone Metabolism Pathway,SMP0000631,drug_metabolism
Astemizole,Astemizole H1-Antihistamine Action,SMP0059897,drug_action
Adenosine,Methionine Metabolism,SMP0000033,metabolic
Adenosine,Adenosine Deaminase Deficiency,SMP0000144,disease
Adenosine,AICA-Ribosiduria,SMP0000168,disease
Adenosine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Adenosine,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
Adenosine,Azathioprine Action Pathway,SMP0000427,drug_action
Adenosine,Thioguanine Action Pathway,SMP0000430,drug_action
Adenosine,Xanthinuria Type II,SMP0000513,disease
Adenosine,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Adenosine,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
Adenosine,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Adenosine,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
Adenosine,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
Adenosine,Hypermethioninemia,SMP0000341,disease
Adenosine,Xanthinuria Type I,SMP0000512,disease
Adenosine,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Adenosine,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Adenosine,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
Adenosine,Selenoamino Acid Metabolism,SMP0000029,metabolic
Adenosine,Purine Metabolism,SMP0000050,metabolic
Adenosine,Betaine Metabolism,SMP0000123,metabolic
Adenosine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Adenosine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Adenosine,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,SMP0000320,signaling
Adenosine,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,SMP0000321,signaling
Adenosine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Adenosine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Adenosine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Adenosine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Simvastatin,Simvastatin Action Pathway,SMP0000082,drug_action
Dextropropoxyphene,Propoxyphene Action Pathway,SMP0000672,drug_action
Stavudine,Stavudine Action Pathway,SMP0000745,drug_action
Leucovorin,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000543,disease
Leucovorin,Folate Metabolism,SMP0000053,metabolic
Leucovorin,Methotrexate Action Pathway,SMP0000432,drug_action
Leucovorin,Folate Malabsorption, Hereditary,SMP0000724,disease
Pentazocine,Pentazocine Action Pathway,SMP0000686,drug_action
Estrone,Sulfite Oxidase Deficiency,SMP0000532,disease
Estrone,Estrone Metabolism,SMP0030880,metabolic
Estrone,Androgen and Estrogen Metabolism,SMP0000068,metabolic
Estrone,Aromatase Deficiency,SMP0000565,disease
Estrone,Sulfate/Sulfite Metabolism,SMP0000041,metabolic
Estrone,17-beta Hydroxysteroid Dehydrogenase III Deficiency,SMP0000356,disease
Estrone,Androstenedione Metabolism,SMP0030406,metabolic
Verapamil,Verapamil Action Pathway,SMP0000375,drug_action
Epinephrine,Aromatic L-Aminoacid Decarboxylase Deficiency,SMP0000170,disease
Epinephrine,Tyrosine Metabolism,SMP0000006,metabolic
Epinephrine,Catecholamine Biosynthesis,SMP0000012,metabolic
Epinephrine,Tyrosinemia Type I,SMP0000218,disease
Epinephrine,Disulfiram Action Pathway,SMP0000429,drug_action
Epinephrine,Alkaptonuria,SMP0000169,disease
Epinephrine,Hawkinsinuria,SMP0000190,disease
Epinephrine,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
Epinephrine,Tyrosine Hydroxylase Deficiency,SMP0000497,disease
Epinephrine,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
Epinephrine,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
Epinephrine,Epinephrine Action Pathway,SMP0000661,drug_action
Pirenzepine,Pirenzepine Action Pathway,SMP0000246,drug_action
Tamoxifen,Tamoxifen Metabolism Pathway,SMP0000606,drug_metabolism
Tamoxifen,Tamoxifen Action Pathway,SMP0000471,drug_action
Losartan,Losartan Action Pathway,SMP0000162,drug_action
Warfarin,Warfarin Action Pathway,SMP0000268,drug_action
Tobramycin,Tobramycin Action Pathway,SMP0000711,drug_action
Mycophenolate mofetil,Mycophenolic Acid Metabolism Pathway,SMP0000652,drug_metabolism
Moexipril,Moexipril Action Pathway,SMP0000151,drug_action
Moexipril,Moexipril Metabolism Pathway,SMP0000595,drug_metabolism
Furosemide,Furosemide Action Pathway,SMP0000115,drug_action
Eplerenone,Eplerenone Action Pathway,SMP0000135,drug_action
Naltrexone,Naltrexone Action Pathway,SMP0000687,drug_action
Delavirdine,Delavirdine Action Pathway,SMP0000738,drug_action
Sufentanil,Sufentanil Action Pathway,SMP0000417,drug_action
Lamivudine,Lamivudine Metabolism Pathway,SMP0000649,drug_metabolism
Lamivudine,Lamivudine  Action Pathway,SMP0000742,drug_action
Ibandronate,Ibandronate Action Pathway,SMP0000079,drug_action
Flurbiprofen,Flurbiprofen Action Pathway,SMP0000697,drug_action
Adefovir dipivoxil,Adefovir Dipivoxil Metabolism Pathway,SMP0000629,drug_metabolism
Azatadine,Azatadine H1-Antihistamine Action,SMP0059865,drug_action
Procaine,Procaine Action Pathway,SMP0000402,drug_action
Lisinopril,Lisinopril Action Pathway,SMP0000150,drug_action
Nateglinide,Nateglinide Action Pathway,SMP0000453,drug_action
Esomeprazole,Esomeprazole Metabolism Pathway,SMP0000612,drug_metabolism
Esomeprazole,Esomeprazole Action Pathway,SMP0000225,drug_action
Meclizine,Meclizine H1-Antihistamine Action,SMP0058956,drug_action
Hydrocortisone,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,SMP0000372,disease
Hydrocortisone,Corticosterone Methyl Oxidase I Deficiency (CMO I),SMP0000577,disease
Hydrocortisone,3-beta-Hydroxysteroid Dehydrogenase Deficiency,SMP0000718,disease
Hydrocortisone,Corticotropin Activation of Cortisol Production,SMP0000310,signaling
Hydrocortisone,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,SMP0000371,disease
Hydrocortisone,11-beta-Hydroxylase Deficiency (CYP11B1),SMP0000575,disease
Hydrocortisone,Apparent Mineralocorticoid Excess Syndrome,SMP0000717,disease
Hydrocortisone,Steroidogenesis,SMP0000130,metabolic
Hydrocortisone,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,SMP0000373,disease
Hydrocortisone,17-alpha-Hydroxylase Deficiency (CYP17),SMP0000566,disease
Hydrocortisone,21-Hydroxylase Deficiency (CYP21),SMP0000576,disease
Hydrocortisone,Corticosterone Methyl Oxidase II Deficiency (CMO II),SMP0000578,disease
Carbinoxamine,Carbinoxamine H1-Antihistamine Action,SMP0058797,drug_action
Etodolac,Etodolac Action Pathway,SMP0000084,drug_action
Prilocaine,Prilocaine Action Pathway,SMP0000401,drug_action
Epinastine,Epinastine H1-Antihistamine Action,SMP0061191,drug_action
Tretinoin,Retinol Metabolism,SMP0000074,metabolic
Tretinoin,Vitamin A Deficiency,SMP0000336,disease
Clopidogrel,Clopidogrel Action Pathway,SMP0000260,drug_action
Clopidogrel,Clopidogrel Metabolism Pathway,SMP0000610,drug_metabolism
Tetracycline,Tetracycline Action Pathway,SMP0000294,drug_action
Irinotecan,Irinotecan Metabolism Pathway,SMP0000600,drug_metabolism
Irinotecan,Irinotecan Action Pathway,SMP0000433,drug_action
Olopatadine,Olopatadine H1-Antihistamine Action,SMP0060740,drug_action
Etoposide,Etoposide Metabolism Pathway,SMP0000601,drug_metabolism
Etoposide,Etoposide Action Pathway,SMP0000442,drug_action
Hydroflumethiazide,Hydroflumethiazide Action Pathway,SMP0000108,drug_action
Tirofiban,Tirofiban Action Pathway,SMP0000267,drug_action
Oxcarbazepine,Carbamazepine Metabolism Pathway,SMP0000634,drug_metabolism
Propiomazine,Propiomazine H1-Antihistamine Action,SMP0062625,drug_action
Roxithromycin,Roxithromycin Action Pathway,SMP0000251,drug_action
Estradiol,Estrone Metabolism,SMP0030880,metabolic
Estradiol,17-beta Hydroxysteroid Dehydrogenase III Deficiency,SMP0000356,disease
Estradiol,Androgen and Estrogen Metabolism,SMP0000068,metabolic
Estradiol,Aromatase Deficiency,SMP0000565,disease
Mefenamic acid,Mefenamic Acid Action Pathway,SMP0000109,drug_action
Naproxen,Naproxen Action Pathway,SMP0000120,drug_action
Perindopril,Perindopril Action Pathway,SMP0000152,drug_action
Tripelennamine,Tripelennamine H1-Antihistamine Action,SMP0057587,drug_action
Candesartan cilexetil,Candesartan Action Pathway,SMP0000158,drug_action
Gentamicin,Gentamicin Action Pathway,SMP0000254,drug_action
Alfentanil,Alfentanil Action Pathway,SMP0000413,drug_action
Proparacaine,Proparacaine Action Pathway,SMP0000403,drug_action
Indapamide,Indapamide Action Pathway,SMP0000110,drug_action
Phenylbutazone,Phenylbutazone Action Pathway,SMP0000701,drug_action
Fentanyl,Fentanyl Action Pathway,SMP0000415,drug_action
Meloxicam,Meloxicam Action Pathway,SMP0000106,drug_action
Carprofen,Carprofen Action Pathway,SMP0000694,drug_action
Disulfiram,Disulfiram Action Pathway,SMP0000429,drug_action
Brompheniramine,Brompheniramine H1-Antihistamine Action,SMP0057579,drug_action
Dobutamine,Dobutamine Action Pathway,SMP0000662,drug_action
Nalbuphine,Nalbuphine Action Pathway,SMP0000691,drug_action
Cysteamine,Taurine and Hypotaurine Metabolism,SMP0000021,metabolic
Cysteamine,Pantothenate and CoA Biosynthesis,SMP0000027,metabolic
Levorphanol,Levorphanol Action Pathway,SMP0000673,drug_action
Aminolevulinic acid,Glycine and Serine Metabolism,SMP0000004,metabolic
Aminolevulinic acid,Porphyrin Metabolism,SMP0000024,metabolic
Aminolevulinic acid,Non-Ketotic Hyperglycinemia,SMP0000223,disease
Aminolevulinic acid,Sarcosinemia,SMP0000244,disease
Aminolevulinic acid,Acute Intermittent Porphyria,SMP0000344,disease
Aminolevulinic acid,Porphyria Variegata (PV),SMP0000346,disease
Aminolevulinic acid,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
Aminolevulinic acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
Aminolevulinic acid,Hereditary Coproporphyria (HCP),SMP0000342,disease
Aminolevulinic acid,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,SMP0000345,disease
Aminolevulinic acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
Aminolevulinic acid,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
Aminolevulinic acid,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
Prednisolone,Prednisone Action Pathway,SMP0000440,drug_action
Prednisolone,Prednisolone Action Pathway,SMP0000441,drug_action
Prednisolone,Prednisone Metabolism Pathway,SMP0000631,drug_metabolism
Prednisolone,Prednisolone Metabolism Pathway,SMP0000632,drug_metabolism
Diflunisal,Diflunisal Action Pathway,SMP0000289,drug_action
Ranitidine,Ranitidine Action Pathway,SMP0000230,drug_action
Alprenolol,Alprenolol Action Pathway,SMP0000297,drug_action
Suprofen,Suprofen Action Pathway,SMP0000101,drug_action
Eprosartan,Eprosartan Action Pathway,SMP0000159,drug_action
Emtricitabine,Emtricitabine Action Pathway,SMP0000741,drug_action
Chlorothiazide,Chlorothiazide Action Pathway,SMP0000078,drug_action
Quinapril,Quinapril Metabolism Pathway,SMP0000596,drug_metabolism
Quinapril,Quinapril Action Pathway,SMP0000153,drug_action
Risedronic acid,Risedronate Action Pathway,SMP0000112,drug_action
Bumetanide,Bumetanide Action Pathway,SMP0000088,drug_action
Oxybuprocaine,Oxybuprocaine Action Pathway,SMP0000400,drug_action
Ethanol,Disulfiram Action Pathway,SMP0000429,drug_action
Ethanol,Ethanol Degradation,SMP0000449,metabolic
Remifentanil,Remifentanil Action Pathway,SMP0000416,drug_action
Didanosine,Didanosine Action Pathway,SMP0000739,drug_action
Methdilazine,Methdilazine H1-Antihistamine Action,SMP0059730,drug_action
Etacrynic acid,Ethacrynic Acid Action Pathway,SMP0000097,drug_action
Cocaine,Cocaine Action Pathway,SMP0000395,drug_action
Quinidine,Quinidine Action Pathway,SMP0000323,drug_action
Repaglinide,Repaglinide Action Pathway,SMP0000454,drug_action
Anileridine,Anileridine Action Pathway,SMP0000674,drug_action
Dinoprostone,Piroxicam Action Pathway,SMP0000077,drug_action
Dinoprostone,Rofecoxib Action Pathway,SMP0000087,drug_action
Dinoprostone,Diclofenac Action Pathway,SMP0000093,drug_action
Dinoprostone,Sulindac Action Pathway,SMP0000094,drug_action
Dinoprostone,Nabumetone Action Pathway,SMP0000114,drug_action
Dinoprostone,Valdecoxib Action Pathway,SMP0000116,drug_action
Dinoprostone,Antipyrine Action Pathway,SMP0000692,drug_action
Dinoprostone,Flurbiprofen Action Pathway,SMP0000697,drug_action
Dinoprostone,Nepafenac Action Pathway,SMP0000702,drug_action
Dinoprostone,Arachidonic Acid Metabolism,SMP0000075,metabolic
Dinoprostone,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Dinoprostone,Ketorolac Action Pathway,SMP0000098,drug_action
Dinoprostone,Bromfenac Action Pathway,SMP0000102,drug_action
Dinoprostone,Meloxicam Action Pathway,SMP0000106,drug_action
Dinoprostone,Mefenamic Acid Action Pathway,SMP0000109,drug_action
Dinoprostone,Oxaprozin Action Pathway,SMP0000113,drug_action
Dinoprostone,Naproxen Action Pathway,SMP0000120,drug_action
Dinoprostone,Carprofen Action Pathway,SMP0000694,drug_action
Dinoprostone,Etoricoxib Action Pathway,SMP0000695,drug_action
Dinoprostone,Lumiracoxib Action Pathway,SMP0000699,drug_action
Dinoprostone,Phenylbutazone Action Pathway,SMP0000701,drug_action
Dinoprostone,Salsalate Action Pathway,SMP0000707,drug_action
Dinoprostone,Salicylate-Sodium Action Pathway,SMP0000708,drug_action
Dinoprostone,Acetaminophen  Action Pathway,SMP0000710,drug_action
Dinoprostone,Etodolac Action Pathway,SMP0000084,drug_action
Dinoprostone,Ketoprofen Action Pathway,SMP0000085,drug_action
Dinoprostone,Ibuprofen Action Pathway,SMP0000086,drug_action
Dinoprostone,Celecoxib Action Pathway,SMP0000096,drug_action
Dinoprostone,Suprofen Action Pathway,SMP0000101,drug_action
Dinoprostone,Indomethacin Action Pathway,SMP0000104,drug_action
Spectinomycin,Spectinomycin Action Pathway,SMP0000258,drug_action
Ketotifen,Ketotifen H1-Antihistamine Action,SMP0059868,drug_action
Buprenorphine,Buprenorphine Action Pathway,SMP0000684,drug_action
Famotidine,Famotidine Action Pathway,SMP0000231,drug_action
Metacycline,Methacycline Action Pathway,SMP0000727,drug_action
Salicylic acid,Salicylic Acid Action Pathway,SMP0000709,drug_action
Zalcitabine,Zalcitabine Action Pathway,SMP0000746,drug_action
Acetylsalicylic acid,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Phenprocoumon,Phenprocoumon Action Pathway,SMP0000271,drug_action
Felbamate,Felbamate Metabolism Pathway,SMP0000633,drug_metabolism
Fexofenadine,Fexofenadine H1-Antihistamine Action,SMP0060218,drug_action
Netilmicin,Netilmicin Action Pathway,SMP0000257,drug_action
Hydrocodone,Hydrocodone Action Pathway,SMP0000411,drug_action
Pindolol,Pindolol Action Pathway,SMP0000306,drug_action
Mepivacaine,Mepivacaine Action Pathway,SMP0000399,drug_action
Bromfenac,Bromfenac Action Pathway,SMP0000102,drug_action
Telmisartan,Telmisartan Action Pathway,SMP0000164,drug_action
Desloratadine,Desloratadine H1-Antihistamine Action,SMP0060201,drug_action
Azelastine,Azelastine H1-Antihistamine Action,SMP0060741,drug_action
Dipyridamole,Dipyridamole (Antiplatelet) Action Pathway,SMP0000264,drug_action
Telithromycin,Telithromycin Action Pathway,SMP0000252,drug_action
Dopamine,Aromatic L-Aminoacid Decarboxylase Deficiency,SMP0000170,disease
Dopamine,Benzocaine Action Pathway,SMP0000392,drug_action
Dopamine,Bupivacaine Action Pathway,SMP0000393,drug_action
Dopamine,Lidocaine (Local Anaesthetic) Action Pathway,SMP0000398,drug_action
Dopamine,Proparacaine Action Pathway,SMP0000403,drug_action
Dopamine,Codeine Action Pathway,SMP0000405,drug_action
Dopamine,Hydromorphone Action Pathway,SMP0000410,drug_action
Dopamine,Fentanyl Action Pathway,SMP0000415,drug_action
Dopamine,Sufentanil Action Pathway,SMP0000417,drug_action
Dopamine,Methadyl Acetate Action Pathway,SMP0000678,drug_action
Dopamine,Dimethylthiambutene Action Pathway,SMP0000680,drug_action
Dopamine,Dihydromorphine Action Pathway,SMP0000689,drug_action
Dopamine,Ketobemidone  Action Pathway,SMP0000690,drug_action
Dopamine,Alkaptonuria,SMP0000169,disease
Dopamine,Hawkinsinuria,SMP0000190,disease
Dopamine,Dopamine Activation of Neurological Reward System,SMP0000308,signaling
Dopamine,Oxybuprocaine Action Pathway,SMP0000400,drug_action
Dopamine,Morphine Action Pathway,SMP0000406,drug_action
Dopamine,Hydrocodone Action Pathway,SMP0000411,drug_action
Dopamine,Oxymorphone Action Pathway,SMP0000412,drug_action
Dopamine,Remifentanil Action Pathway,SMP0000416,drug_action
Dopamine,Fluoxetine Action Pathway,SMP0000426,drug_action
Dopamine,Nicotine Action Pathway,SMP0000431,drug_action
Dopamine,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
Dopamine,Tyrosine Hydroxylase Deficiency,SMP0000497,disease
Dopamine,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
Dopamine,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
Dopamine,Propoxyphene Action Pathway,SMP0000672,drug_action
Dopamine,Anileridine Action Pathway,SMP0000674,drug_action
Dopamine,3-Methylthiofentanyl Action Pathway,SMP0000679,drug_action
Oxaprozin,Oxaprozin Action Pathway,SMP0000113,drug_action
Azathioprine,Azathioprine Action Pathway,SMP0000427,drug_action
Azathioprine,Azathioprine Metabolism Pathway,SMP0000645,drug_metabolism
Doxorubicin,Doxorubicin Metabolism Pathway,SMP0000650,drug_metabolism
Hydrochlorothiazide,Hydrochlorothiazide Action Pathway,SMP0000100,drug_action
Levobupivacaine,Levobupivacaine Action Pathway,SMP0000397,drug_action
Ketoprofen,Ketoprofen Action Pathway,SMP0000085,drug_action
Glyburide,Glibenclamide Action Pathway,SMP0000460,drug_action
Minocycline,Minocycline Action Pathway,SMP0000292,drug_action
Trichlormethiazide,Trichlormethiazide Action Pathway,SMP0000121,drug_action
Phylloquinone,Enoxaparin Action Pathway,SMP0000272,drug_action
Phylloquinone,Fondaparinux Action Pathway,SMP0000273,drug_action
Phylloquinone,Lepirudin Action Pathway,SMP0000278,drug_action
Phylloquinone,Alteplase Action Pathway,SMP0000280,drug_action
Phylloquinone,Anistreplase Action Pathway,SMP0000281,drug_action
Phylloquinone,Urokinase Action Pathway,SMP0000284,drug_action
Phylloquinone,Phenindione Action Pathway,SMP0000655,drug_action
Phylloquinone,Warfarin Action Pathway,SMP0000268,drug_action
Phylloquinone,Acenocoumarol Action Pathway,SMP0000269,drug_action
Phylloquinone,Dicumarol Action Pathway,SMP0000270,drug_action
Phylloquinone,Argatroban Action Pathway,SMP0000276,drug_action
Phylloquinone,Ximelagatran Action Pathway,SMP0000279,drug_action
Phylloquinone,Tenecteplase Action Pathway,SMP0000283,drug_action
Phylloquinone,Aminocaproic Acid Action Pathway,SMP0000286,drug_action
Phylloquinone,Dicoumarol Action Pathway,SMP0000656,drug_action
